date,year,month,month_num,quarter,price,month_sin,month_cos,price_lag_1,price_lag_3,price_lag_6,price_lag_12,price_rolling_mean_3,price_rolling_mean_6,price_rolling_std_3,price_pct_change_1,price_pct_change_3,price_pct_change_12,price_yoy_change
2016-07-01,2016,July,7,3,96.43,-0.4999999999999997,-0.8660254037844388,96.06,95.07,96.49,96.63,95.97333333333334,95.21833333333335,0.5056019514730453,0.0038517593170934727,0.01430524876406869,-0.0020697505950532102,-0.0020697505950532102
2016-08-01,2016,August,8,3,95.53,-0.8660254037844385,-0.5000000000000004,96.43,95.43,93.74,97.68,96.00666666666667,95.51666666666667,0.45236416008935876,-0.009333195063776945,0.001047888504662975,-0.022010647010647033,-0.022010647010647033
2016-09-01,2016,September,9,3,97.07,-1.0,-1.8369701987210297e-16,95.53,96.06,94.58,97.73,96.34333333333335,95.93166666666667,0.7736493607140865,0.016120590390453104,0.01051426191963345,-0.006753299907909627,-0.006753299907909627
2016-10-01,2016,October,10,4,97.39,-0.8660254037844386,0.5000000000000001,97.07,96.43,95.07,96.55,96.66333333333334,96.31833333333334,0.9944512724780896,0.003296590089626017,0.009955408068028637,0.008700155359917083,0.008700155359917083
2016-11-01,2016,November,11,4,96.84,-0.5000000000000004,0.8660254037844384,97.39,95.53,95.43,96.87,97.09999999999998,96.55333333333334,0.27622454633853677,-0.005647397063353488,0.01371296974772318,-0.0003096934035304866,-0.0003096934035304866
2016-12-01,2016,December,12,4,97.23,-2.4492935982947064e-16,1.0,96.84,97.07,96.06,95.95,97.15333333333332,96.74833333333333,0.28290163190278633,0.004027261462205667,0.0016482950448131195,0.013340281396560627,0.013340281396560627
2017-01-01,2017,January,1,1,99.19,0.49999999999999994,0.8660254037844387,97.23,97.39,96.43,96.49,97.75333333333333,97.20833333333333,1.2593781534285824,0.02015838732901365,0.01848239038915689,0.027982174318582187,0.027982174318582187
2017-02-01,2017,February,2,1,97.71,0.8660254037844386,0.5000000000000001,99.19,96.84,95.53,93.74,98.04333333333334,97.57166666666666,1.021632680239409,-0.014920858957556238,0.008983890954151086,0.042351184126306896,0.042351184126306896
2017-03-01,2017,March,3,1,97.52,1.0,6.123233995736766e-17,97.71,97.23,97.07,94.58,98.13999999999999,97.64666666666666,0.9142756695875796,-0.001944529730836142,0.002982618533374337,0.031084795939944954,0.031084795939944954
2017-04-01,2017,April,4,2,98.28,0.8660254037844387,-0.4999999999999998,97.52,99.19,97.39,95.07,97.83666666666666,97.795,0.3955165398983861,0.007793273174733439,-0.00917431192660545,0.03376459450930902,0.03376459450930902
2017-05-01,2017,May,5,2,100.76,0.49999999999999994,-0.8660254037844387,98.28,97.71,96.84,95.43,98.85333333333334,98.44833333333332,1.6943828768413152,0.025234025234025292,0.03121481936342252,0.05585245729854349,0.05585245729854349
2017-06-01,2017,June,6,2,103.0,1.2246467991473532e-16,-1.0,100.76,97.52,97.23,96.06,100.68,99.41000000000001,2.3610167301396774,0.022231044065105232,0.056193601312551245,0.07224651259629389,0.07224651259629389
2017-07-01,2017,July,7,3,103.15,-0.4999999999999997,-0.8660254037844388,103.0,98.28,99.19,96.43,102.30333333333333,100.07000000000001,1.3386684926943433,0.0014563106796117165,0.04955229955229967,0.06968785647620024,0.06968785647620024
2017-08-01,2017,August,8,3,101.72,-0.8660254037844385,-0.5000000000000004,103.15,100.76,97.71,95.53,102.62333333333333,100.73833333333333,0.7858965156638011,-0.013863305865244868,0.009527590313616496,0.06479639903695178,0.06479639903695178
2017-09-01,2017,September,9,3,103.84,-1.0,-1.8369701987210297e-16,101.72,103.0,97.52,97.07,102.90333333333335,101.79166666666667,1.081310932772101,0.02084152575698006,0.008155339805825168,0.06974348408365105,0.06974348408365105
2017-10-01,2017,October,10,4,107.52,-0.8660254037844386,0.5000000000000001,103.84,103.15,98.28,97.39,104.36,103.33166666666666,2.934757230163842,0.035439137134052334,0.04236548715462907,0.10401478591231128,0.10401478591231128
2017-11-01,2017,November,11,4,104.95,-0.5000000000000004,0.8660254037844384,107.52,101.72,100.76,96.84,105.43666666666667,104.03000000000002,1.887652863566852,-0.023902529761904656,0.03175383405426668,0.08374638579099547,0.08374638579099547
2017-12-01,2017,December,12,4,102.76,-2.4492935982947064e-16,1.0,104.95,103.84,103.0,97.23,105.07666666666667,103.99000000000001,2.382526670014877,-0.020867079561695978,-0.010400616332819745,0.056875449964002955,0.056875449964002955
2018-01-01,2018,January,1,1,104.29,0.49999999999999994,0.8660254037844387,102.76,107.52,103.15,99.19,104.0,104.17999999999999,1.1234322409469153,0.014889061891786737,-0.03004092261904756,0.05141647343482214,0.05141647343482214
